isbn,genre
0671540661,fantasy
0671540661,science-fiction
0671540661,fiction
0765329042,science-fiction
0765329042,fiction
0765329042,fantasy
0765329042,young-adult
044101769X,fantasy
044101769X,fiction
0060733357,fiction
0060733357,historical-fiction
0060733357,science-fiction
0060733357,fantasy
0060837055,fiction
0060837055,historical-fiction
0806512814,fiction
0806512814,classic
0806512814,historical-fiction
0806512814,horror
045052468X,horror
045052468X,fiction
045052468X,thriller
045052468X,fantasy
045052468X,mystery
045052468X,suspense
045052468X,paranormal
0517053616,classic
0517053616,poetry
0517053616,fiction
0517053616,historical-fiction
0517415283,philosophy
0517415283,nonfiction
0517415283,classic
0517415283,history
0517415283,business
078681859X,fantasy
078681859X,young-adult
078681859X,fiction
0451450523,fantasy
0451450523,classic
0451450523,fiction
0451450523,young-adult
0450542882,horror
0450542882,fiction
0450542882,thriller
0450542882,fantasy
0450542882,suspense
0450542882,mystery
0450542882,science-fiction
0618391118,fantasy
0618391118,fiction
0618391118,classic
0670022411,fantasy
0670022411,fiction
0670022411,romance
0670022411,paranormal
0613371658,young-adult
0613371658,romance
0613371658,fiction
0613371658,chick-lit
0613371658,contemporary
006093140X,fiction
006093140X,classic
0385342306,mystery
0385342306,fiction
0385342306,historical-fiction
0385342306,young-adult
0385342306,crime
0385342306,thriller
0385342306,science
0385342306,suspense
0385342306,contemporary
0307959856,mystery
0307959856,fiction
0307959856,historical-fiction
0307959856,crime
0307959856,classic
0307959856,romance
0307959856,thriller
0307959856,chick-lit
0307959856,history
0307959856,contemporary
0307959856,suspense
1598183605,classic
1598183605,fiction
1598183605,young-adult
1598183605,historical-fiction
0452286530,fiction
0452286530,chick-lit
0452286530,romance
0452286530,contemporary
0812511816,fantasy
0812511816,fiction
0140424385,classic
0140424385,fiction
0140424385,poetry
0140424385,historical-fiction
155652532X,historical-fiction
155652532X,fiction
155652532X,romance
155652532X,classic
0007233701,chick-lit
0007233701,fiction
0007233701,fantasy
0007233701,romance
0007233701,young-adult
0007233701,contemporary
0007233701,mystery
0312658656,historical-fiction
0312658656,fiction
0312658656,romance
0312658656,chick-lit
0312658656,history
0553805495,fiction
0553805495,romance
0553805495,chick-lit
0553805495,fantasy
0553805495,contemporary
0553805495,paranormal
0553805495,mystery
0451529170,classic
0451529170,fiction
0451529170,historical-fiction
0451529170,romance
0440401585,fantasy
0440401585,young-adult
0440401585,fiction
0440401585,science-fiction
0440401585,classic
0143036661,historical-fiction
0143036661,fiction
0140169300,fiction
0140169300,historical-fiction
0140169300,classic
0553213172,classic
0553213172,fiction
0553213172,young-adult
0553213172,historical-fiction
0553213172,romance
0425200450,mystery
0425200450,classic
0425200450,fiction
0425200450,crime
0425200450,thriller
0349116652,mystery
0349116652,fiction
0349116652,crime
0349116652,contemporary
0349116652,chick-lit
0349116652,thriller
0349116652,suspense
0743243315,fiction
0743243315,contemporary
0141439831,classic
0141439831,fiction
0141439831,historical-fiction
0141439831,romance
0425190374,fantasy
0425190374,fiction
0425190374,romance
0425190374,paranormal
0425190374,chick-lit
0061043494,mystery
0061043494,fiction
0061043494,crime
0061043494,classic
0061043494,romance
0061043494,historical-fiction
0156007479,historical-fiction
0156007479,fiction
1420925431,classic
1420925431,fiction
1420925431,romance
1420925431,historical-fiction
0778324109,mystery
0778324109,historical-fiction
0778324109,romance
0778324109,fiction
0440439884,young-adult
0440439884,fiction
0440439884,historical-fiction
0440439884,classic
0440439884,history
0440439884,fantasy
0312181108,classic
0312181108,fiction
0312181108,young-adult
0312181108,historical-fiction
0312181108,romance
0312181108,chick-lit
0312181108,contemporary
0394820371,fantasy
0394820371,fiction
0394820371,classic
0394820371,young-adult
0061730327,nonfiction
0061730327,memoir
0061730327,biography
0061730327,science
014303961X,classic
014303961X,fiction
014303961X,romance
014303961X,historical-fiction
0385729332,young-adult
0385729332,fiction
0385729332,chick-lit
0385729332,contemporary
0385729332,romance
0440184622,historical-fiction
0440184622,fiction
0440184622,classic
1400063973,historical-fiction
1400063973,fiction
1400063973,mystery
0452287065,fiction
0452287065,classic
0452287065,historical-fiction
1400064759,fiction
1400064759,historical-fiction
1400064759,chick-lit
1400064759,contemporary
0553578529,historical-fiction
0553578529,romance
0553578529,fiction
0553578553,historical-fiction
0553578553,romance
0553578553,fiction
0143036696,fiction
0143036696,romance
0143036696,chick-lit
0143036696,contemporary
0553383809,fiction
0553383809,historical-fiction
0553383809,classic
0553383809,fantasy
0670886580,fantasy
0670886580,fiction
0670886580,young-adult
0670886580,classic
0553582798,historical-fiction
0553582798,romance
0553582798,fiction
1401210090,graphic-novels
1401210090,comic
1401210090,science-fiction
1401210090,fiction
1401210090,fantasy
1401210090,thriller
1401205011,graphic-novels
1401205011,comic
1401205011,science-fiction
1401205011,fiction
1401205011,fantasy
1401204872,graphic-novels
1401204872,comic
1401204872,science-fiction
1401204872,fiction
1401204872,fantasy
1401204872,thriller
1401204872,horror
1401204872,romance
1401202322,fantasy
1401202322,fiction
1401202322,book
1401202322,young-adult
1401202322,science
140121813X,graphic-novels
140121813X,comic
140121813X,science-fiction
140121813X,fiction
140121813X,fantasy
1401210104,graphic-novels
1401210104,comic
1401210104,science-fiction
1401210104,fiction
1401210104,fantasy
1401210104,thriller
1401213510,graphic-novels
1401213510,comic
1401213510,science-fiction
1401213510,fiction
1401213510,fantasy
1401210821,graphic-novels
1401210821,comic
1401210821,fantasy
1401210821,fiction
1401210821,horror
0142004030,fantasy
0142004030,fiction
0142004030,mystery
0142004030,science-fiction
0743298853,fantasy
0743298853,fiction
0743298853,young-adult
0743298853,horror
0743298853,mystery
0375826726,fantasy
0375826726,young-adult
0375826726,fiction
0060548266,fantasy
0060548266,fiction
0060548266,historical-fiction
0312150601,fiction
0312150601,historical-fiction
0312150601,mystery
0312150601,contemporary
0141382899,fantasy
0141382899,young-adult
0141382899,fiction
0060775858,classic
0060775858,fiction
0060775858,poetry
0060775858,young-adult
0446675369,fiction
0446675369,classic
0446675369,young-adult
0446675369,historical-fiction
0060958022,fiction
0060958022,historical-fiction
0060958022,contemporary
0060958022,mystery
0062509594,poetry
0062509594,spirituality
0062509594,classic
0062509594,philosophy
0062509594,religion
0062509594,nonfiction
0060533994,fiction
0060533994,young-adult
0060533994,contemporary
0060533994,classic
0143039598,fiction
0143039598,classic
0143039598,historical-fiction
0060548258,fantasy
0060548258,historical-fiction
0060548258,fiction
0060548258,classic
0380789027,fantasy
0380789027,fiction
0380789027,horror
0380789027,science-fiction
0380789027,poetry
0743291476,nonfiction
0743291476,religion
0743291476,memoir
0743291476,biography
0743291476,spirituality
0743291476,christian
0439813786,historical-fiction
0439813786,fiction
0439813786,young-adult
0439813786,graphic-novels
0439813786,fantasy
0439813786,mystery
0452274427,historical-fiction
0452274427,fiction
0452274427,classic
0060988649,fantasy
0060988649,fiction
0060988649,mystery
0060988649,horror
1423101464,fantasy
1423101464,young-adult
1423101464,fiction
0786856866,fantasy
0786856866,young-adult
0786856866,fiction
0786838655,fantasy
0786838655,young-adult
0786838655,fiction
1607060760,graphic-novels
1607060760,comic
1607060760,horror
1607060760,fiction
1607060760,fantasy
0316068047,young-adult
0316068047,science-fiction
0316068047,fantasy
0316068047,romance
0316068047,fiction
0316068047,paranormal
0375714669,graphic-novels
0375714669,nonfiction
0375714669,comic
0375714669,memoir
0375714669,biography
0375714669,history
0425213978,historical-fiction
0425213978,fiction
0425213978,fantasy
0425213978,mystery
0425213978,thriller
0425213978,romance
0739380338,fantasy
0739380338,young-adult
0739380338,fiction
1589190629,fiction
1589190629,christian
1589190629,contemporary
1589190629,romance
1589190629,religion
0385349831,fiction
0385349831,philosophy
0385349831,historical-fiction
0385349831,spirituality
0385349831,self-help
0385349831,religion
1627792120,fantasy
1627792120,young-adult
1627792120,fiction
1627792120,romance
1594202664,biography
1594202664,history
1594202664,nonfiction
0670024856,fiction
0670024856,historical-fiction
0385352093,fiction
0385352093,art
0385352093,contemporary
0385352093,mystery
0385352093,crime
0385732562,young-adult
0385732562,fiction
0385732562,fantasy
0385732562,science-fiction
0385732562,classic
0804137382,nonfiction
0804137382,self-help
0804137382,business
0804137382,psychology
0804137382,philosophy
0385537859,fiction
0385537859,thriller
0385537859,mystery
0385537859,suspense
0385537859,historical-fiction
0385537859,crime
0770436420,fiction
0770436420,historical-fiction
0770436420,contemporary
0385352107,fiction
0385352107,contemporary
0385352107,mystery
0385352107,fantasy
0385352107,book
0385352107,romance
0062120395,fiction
0062120395,historical-fiction
0812966929,fiction
0812966929,fantasy
0812966929,contemporary
0812966929,science-fiction
0330426648,science-fiction
0330426648,fiction
0330426648,fantasy
0330426648,philosophy
159474758X,fantasy
159474758X,young-adult
159474758X,fiction
159474758X,paranormal
159474758X,historical-fiction
159474758X,horror
159474758X,mystery
159474758X,romance
159474758X,science-fiction
159474758X,book
159474758X,thriller
0525952241,travel
0525952241,history
0525952241,nonfiction
0525952241,memoir
0525952241,biography
0525952241,fiction
0099366614,crime
0099366614,fiction
0099366614,mystery
0099366614,thriller
0099366614,historical-fiction
0099366614,suspense
055341884X,fiction
055341884X,science-fiction
055341884X,religion
055341884X,fantasy
0765376458,fantasy
0765376458,young-adult
0765376458,fiction
0765376458,historical-fiction
1594486344,historical-fiction
1594486344,fiction
1594486344,history
1594486344,contemporary
1626720940,graphic-novels
1626720940,young-adult
1626720940,comic
1626720940,fiction
1626720940,contemporary
1596435739,graphic-novels
1596435739,comic
1596435739,fantasy
1596435739,fiction
1596435739,art
1596435739,romance
1596435739,contemporary
1596435739,young-adult
1596435739,paranormal
0670020478,nonfiction
0670020478,self-help
0670020478,psychology
0670020478,business
0670020478,philosophy
080508049X,fantasy
080508049X,young-adult
080508049X,fiction
080508049X,classic
159514398X,young-adult
159514398X,science-fiction
159514398X,romance
159514398X,fantasy
159514398X,fiction
159514398X,mystery
0307593312,fiction
0307593312,fantasy
0307593312,science-fiction
0307593312,contemporary
0545027896,historical-fiction
0545027896,fiction
0545027896,young-adult
0545027896,graphic-novels
0545027896,mystery
0765335344,fantasy
0765335344,science-fiction
0765335344,fiction
0765335344,paranormal
0765335344,young-adult
0765335344,thriller
0765335344,contemporary
0765335344,mystery
0765335344,crime
1594747350,fantasy
1594747350,young-adult
1594747350,fiction
1594747350,paranormal
1594747350,historical-fiction
1594747350,horror
1594747350,mystery
1594634718,nonfiction
1594634718,self-help
1594634718,art
1594634718,psychology
1594634718,memoir
1594634718,business
038073186X,mystery
038073186X,fiction
038073186X,thriller
038073186X,horror
038073186X,suspense
038073186X,crime
159448600X,fiction
159448600X,historical-fiction
159448600X,crime
159448600X,mystery
159448600X,contemporary
0224061631,fiction
0224061631,historical-fiction
0224061631,fantasy
1400067820,nonfiction
1400067820,philosophy
1400067820,business
1400067820,psychology
1400067820,science
1400067820,self-help
0307959945,fiction
0307959945,science-fiction
0545448689,historical-fiction
0545448689,fiction
0545448689,graphic-novels
0545448689,young-adult
0545448689,mystery
0545448689,fantasy
1595143971,young-adult
1595143971,science-fiction
1595143971,romance
1595143971,fantasy
1595143971,fiction
1595143971,mystery
0062110837,fantasy
0062110837,historical-fiction
0062110837,fiction
0375724508,fiction
0375724508,fantasy
0375724508,contemporary
0375724508,science-fiction
1595148035,fantasy
1595148035,young-adult
1595148035,romance
1595148035,fiction
0805080481,fantasy
0805080481,young-adult
0805080481,fiction
0805080481,classic
1594486638,memoir
1594486638,music
1594486638,nonfiction
1594486638,biography
1594486638,contemporary
1594486638,art
0812998685,horror
0812998685,fiction
0812998685,fantasy
0812998685,mystery
0812998685,paranormal
0812998685,thriller
0812998685,science-fiction
0439643635,classic
0439643635,fiction
0439643635,fantasy
0140382623,classic
0140382623,fantasy
0140382623,fiction
0439236193,classic
0439236193,fiction
0439236193,young-adult
0439236193,historical-fiction
0330311735,fiction
0330311735,philosophy
0330311735,spirituality
0330311735,fantasy
0330311735,romance
0330311735,self-help
0142437964,classic
0142437964,fiction
0142437964,philosophy
0374521506,philosophy
0374521506,nonfiction
0679725318,fiction
0679725318,classic
0679725318,fantasy
0413774031,classic
0413774031,fiction
0192839993,classic
0192839993,fiction
0192839993,historical-fiction
0486290727,classic
0486290727,poetry
0486290727,horror
0486290727,fiction
0486290727,mystery
1841499900,science-fiction
1841499900,fiction
1841499900,fantasy
0385738757,young-adult
0385738757,science-fiction
0385738757,fiction
0385738757,fantasy
0385738757,mystery
0553380648,nonfiction
